Year,State,Park,ParkVisitorCount,ParkPctChange,StateVisitorCount,StatePctChange
2010,Utah,Capitol Reef NP,"662,661",7.36%,"8,975,525",2.51%
2010,Utah,Cedar Breaks NM,"525,831",6.80%,"8,975,525",2.51%
2010,Utah,Dinosaur NM,"51,431",-2.97%,"8,975,525",2.51%
2010,Utah,Glen Canyon NRA,"1,954,510",8.37%,"8,975,525",2.51%
2010,Utah,Golden Spike NHP,"43,561",-3.91%,"8,975,525",2.51%
2010,Utah,Hovenweep NM,"15,336",-1.68%,"8,975,525",2.51%
2010,Utah,Natural Bridges NM,"95,676",3.97%,"8,975,525",2.51%
2010,Utah,Rainbow Bridge NM,"104,501",-7.90%,"8,975,525",2.51%
2010,Utah,Timpanogos Cave NM,"120,241",-13.23%,"8,975,525",2.51%
2010,Utah,Zion NP,"2,665,972",-2.54%,"8,975,525",2.51%
2010,Vermont,Marsh-Billings-Rockefeller NHP,"31,209",0.26%,"31,209",0.26%
2010,Virgin Islands,Buck Island Reef NM,"27,403",-42.12%,"638,298",9.96%
2010,Virgin Islands,Christiansted NHS,"117,214",2.15%,"638,298",9.96%
2010,Virgin Islands,Salt River Bay NHP & Ecological Pres,204,-91.97%,"638,298",9.96%
2010,Virgin Islands,Virgin Islands NP,"493,477",18.67%,"638,298",9.96%
2010,Virginia,Appomattox Court House NHP,"216,220",16.60%,"22,708,338",-1.07%
2010,Virginia,Arlington House The R.E. Lee MEM,"627,576",3.94%,"22,708,338",-1.07%
2010,Virginia,Assateague Island NS,"1,411,080",-1.11%,"22,708,338",-1.07%
2010,Virginia,Blue Ridge PKWY,"5,516,505",-8.91%,"22,708,338",-1.07%
2010,Virginia,Booker T. Washington NM,"21,665",2.12%,"22,708,338",-1.07%
2010,Virginia,Colonial NHP,"3,459,965",4.07%,"22,708,338",-1.07%
2010,Virginia,Cumberland Gap NHP,"64,312",3.97%,"22,708,338",-1.07%
2010,Virginia,Fredericksburg & Spotsylvania NMP,"899,936",-0.69%,"22,708,338",-1.07%
2010,Virginia,George Washington Birthplace NM,"128,158",13.33%,"22,708,338",-1.07%
2010,Virginia,George Washington MEM PKWY,"6,925,099",-0.19%,"22,708,338",-1.07%
2010,Virginia,LBJ Memorial Grove on the Potomac,"230,694",-30.80%,"22,708,338",-1.07%
2010,Virginia,Maggie L. Walker NHS,"12,331",25.15%,"22,708,338",-1.07%
2010,Virginia,Manassas NBP,"612,490",5.90%,"22,708,338",-1.07%
2010,Virginia,Petersburg NB,"175,553",7.89%,"22,708,338",-1.07%
2010,Virginia,Prince William Forest Park,"386,521",4.93%,"22,708,338",-1.07%
2010,Virginia,Richmond NBP,"130,415",-3.13%,"22,708,338",-1.07%
2010,Virginia,Shenandoah NP,"1,253,386",11.81%,"22,708,338",-1.07%
2010,Virginia,Theodore Roosevelt Island,"116,035",-18.03%,"22,708,338",-1.07%
2010,Virginia,Wolf Trap NP for the Performing Arts,"520,397",11.49%,"22,708,338",-1.07%
2010,Washington,Fort Vancouver NHS,"786,989",-22.64%,"7,281,785",-3.67%
2010,Washington,Klondike Gold Rush NHP Seattle,"65,870",21.49%,"7,281,785",-3.67%
2010,Washington,Lake Chelan NRA,"39,249",13.59%,"7,281,785",-3.67%
2010,Washington,Lake Roosevelt NRA,"1,324,074",-4.24%,"7,281,785",-3.67%
2010,Washington,Mount Rainier NP,"1,191,754",3.48%,"7,281,785",-3.67%
2010,Washington,North Cascades NP,"24,659",-8.58%,"7,281,785",-3.67%
2010,Washington,Olympic NP,"2,844,563",-13.18%,"7,281,785",-3.67%
2010,Washington,Ross Lake NRA,"682,736",136.68%,"7,281,785",-3.67%
2010,Washington,San Juan Island NHP,"263,370",-4.10%,"7,281,785",-3.67%
2010,Washington,Whitman Mission NHS,"58,521",11.25%,"7,281,785",-3.67%
2010,West Virginia,Bluestone NSR,"37,790",-17.68%,"1,565,048",-0.85%
2010,West Virginia,Gauley River NRA,"107,223",-5.27%,"1,565,048",-0.85%
2010,West Virginia,Harpers Ferry NHP,"268,822",-2.26%,"1,565,048",-0.85%
2010,West Virginia,New River Gorge NP & PRES,"1,151,213",0.60%,"1,565,048",-0.85%
2010,Wisconsin,Apostle Islands NL,"156,945",-7.79%,"251,145",-44.48%
2010,Wisconsin,Saint Croix NSR,"94,200",-66.62%,"251,145",-44.48%
2010,Wyoming,Bighorn Canyon NRA,"118,973",25.98%,"6,307,997",6.99%
2010,Wyoming,Devils Tower NM,"436,200",11.55%,"6,307,997",6.99%
2010,Wyoming,Fort Laramie NHS,"57,128",0.36%,"6,307,997",6.99%
2010,Wyoming,Fossil Butte NM,"19,700",5.39%,"6,307,997",6.99%
2010,Wyoming,Grand Teton NP,"2,669,374",3.46%,"6,307,997",6.99%
2010,Wyoming,"John D. Rockefeller, Jr. MEM PKWY","1,222,931",7.28%,"6,307,997",6.99%
2010,Wyoming,Yellowstone NP,"1,783,691",10.47%,"6,307,997",6.99%
