Year,State,Park,ParkVisitorCount,ParkPctChange,StateVisitorCount,StatePctChange
2013,Texas,Guadalupe Mountains NP,"145,670",-8.59%,"3,482,052",-11.60%
2013,Texas,Lake Meredith NRA,"554,272",10.31%,"3,482,052",-11.60%
2013,Texas,Lyndon B. Johnson NHP,"82,369",-25.65%,"3,482,052",-11.60%
2013,Texas,Padre Island NS,"515,830",-10.11%,"3,482,052",-11.60%
2013,Texas,Palo Alto Battlefield NHP,"32,522",-11.40%,"3,482,052",-11.60%
2013,Texas,Rio Grande W&SR,703,1.30%,"3,482,052",-11.60%
2013,Texas,San Antonio Missions NHP,"521,705",-15.14%,"3,482,052",-11.60%
2013,Utah,Arches NP,"1,082,866",1.15%,"8,981,447",-5.49%
2013,Utah,Bryce Canyon NP,"1,311,875",-5.30%,"8,981,447",-5.49%
2013,Utah,Canyonlands NP,"462,242",2.05%,"8,981,447",-5.49%
2013,Utah,Capitol Reef NP,"663,670",-1.44%,"8,981,447",-5.49%
2013,Utah,Cedar Breaks NM,"466,450",-26.17%,"8,981,447",-5.49%
2013,Utah,Dinosaur NM,"71,334",-9.41%,"8,981,447",-5.49%
2013,Utah,Glen Canyon NRA,"1,832,570",-3.37%,"8,981,447",-5.49%
2013,Utah,Golden Spike NHP,"40,704",-4.34%,"8,981,447",-5.49%
2013,Utah,Hovenweep NM,"13,977",-6.56%,"8,981,447",-5.49%
2013,Utah,Natural Bridges NM,"82,330",-7.51%,"8,981,447",-5.49%
2013,Utah,Rainbow Bridge NM,"54,773",-27.18%,"8,981,447",-5.49%
2013,Utah,Timpanogos Cave NM,"91,269",-23.15%,"8,981,447",-5.49%
2013,Utah,Zion NP,"2,807,387",-5.59%,"8,981,447",-5.49%
2013,Vermont,Marsh-Billings-Rockefeller NHP,"34,112",5.27%,"34,112",5.27%
2013,Virgin Islands,Buck Island Reef NM,"28,972",-4.81%,"591,002",-8.51%
2013,Virgin Islands,Christiansted NHS,"118,638",-6.56%,"591,002",-8.51%
2013,Virgin Islands,Salt River Bay NHP & Ecological Pres,"4,791",-8.17%,"591,002",-8.51%
2013,Virgin Islands,Virgin Islands NP,"438,601",-9.26%,"591,002",-8.51%
2013,Virginia,Appomattox Court House NHP,"317,660",-0.94%,"22,024,385",-5.87%
2013,Virginia,Arlington House The R.E. Lee MEM,"586,531",4.22%,"22,024,385",-5.87%
2013,Virginia,Assateague Island NS,"1,378,075",-4.55%,"22,024,385",-5.87%
2013,Virginia,Blue Ridge PKWY,"4,893,400",-15.31%,"22,024,385",-5.87%
2013,Virginia,Booker T. Washington NM,"22,103",-9.27%,"22,024,385",-5.87%
2013,Virginia,Colonial NHP,"3,168,731",-3.22%,"22,024,385",-5.87%
2013,Virginia,Cumberland Gap NHP,"53,785",-10.03%,"22,024,385",-5.87%
2013,Virginia,Fredericksburg & Spotsylvania NMP,"880,251",-10.39%,"22,024,385",-5.87%
2013,Virginia,George Washington Birthplace NM,"131,683",-2.33%,"22,024,385",-5.87%
2013,Virginia,George Washington MEM PKWY,"7,360,392",-0.88%,"22,024,385",-5.87%
2013,Virginia,LBJ Memorial Grove on the Potomac,"294,979",-20.50%,"22,024,385",-5.87%
2013,Virginia,Maggie L. Walker NHS,"7,013",-15.26%,"22,024,385",-5.87%
2013,Virginia,Manassas NBP,"538,888",-10.24%,"22,024,385",-5.87%
2013,Virginia,Petersburg NB,"190,086",0.88%,"22,024,385",-5.87%
2013,Virginia,Prince William Forest Park,"309,298",10.34%,"22,024,385",-5.87%
2013,Virginia,Richmond NBP,"151,240",-3.64%,"22,024,385",-5.87%
2013,Virginia,Shenandoah NP,"1,136,505",-6.09%,"22,024,385",-5.87%
2013,Virginia,Theodore Roosevelt Island,"162,599",8.58%,"22,024,385",-5.87%
2013,Virginia,Wolf Trap NP for the Performing Arts,"441,166",3.32%,"22,024,385",-5.87%
2013,Washington,Fort Vancouver NHS,"733,540",7.65%,"7,347,284",-2.42%
2013,Washington,Klondike Gold Rush NHP Seattle,"61,942",2.90%,"7,347,284",-2.42%
2013,Washington,Lake Chelan NRA,"37,315",-8.61%,"7,347,284",-2.42%
2013,Washington,Lake Roosevelt NRA,"1,254,409",-29.61%,"7,347,284",-2.42%
2013,Washington,Mount Rainier NP,"1,148,552",9.47%,"7,347,284",-2.42%
2013,Washington,North Cascades NP,"21,623",-19.72%,"7,347,284",-2.42%
2013,Washington,Olympic NP,"3,085,340",9.22%,"7,347,284",-2.42%
2013,Washington,Ross Lake NRA,"725,917",-2.19%,"7,347,284",-2.42%
2013,Washington,San Juan Island NHP,"220,960",-15.39%,"7,347,284",-2.42%
2013,Washington,Whitman Mission NHS,"57,686",-5.10%,"7,347,284",-2.42%
2013,West Virginia,Bluestone NSR,"36,266",-1.56%,"1,499,112",-2.87%
2013,West Virginia,Gauley River NRA,"135,309",17.37%,"1,499,112",-2.87%
2013,West Virginia,Harpers Ferry NHP,"255,714",-2.81%,"1,499,112",-2.87%
2013,West Virginia,New River Gorge NP & PRES,"1,071,823",-5.00%,"1,499,112",-2.87%
2013,Wisconsin,Apostle Islands NL,"148,556",-9.10%,"320,027",16.83%
2013,Wisconsin,Saint Croix NSR,"171,471",55.16%,"320,027",16.83%
2013,Wyoming,Bighorn Canyon NRA,"111,102",-1.75%,"6,079,578",-1.86%
2013,Wyoming,Devils Tower NM,"417,326",0.08%,"6,079,578",-1.86%
2013,Wyoming,Fort Laramie NHS,"54,057",-2.07%,"6,079,578",-1.86%
2013,Wyoming,Fossil Butte NM,"17,662",3.38%,"6,079,578",-1.86%
2013,Wyoming,Grand Teton NP,"2,688,794",-0.61%,"6,079,578",-1.86%
2013,Wyoming,"John D. Rockefeller, Jr. MEM PKWY","1,228,502",2.57%,"6,079,578",-1.86%
2013,Wyoming,Yellowstone NP,"1,562,135",-7.53%,"6,079,578",-1.86%
